dispatch_id,request_id,unit_id,dispatch_date,distance_km,status
82,517,992,2026-02-25,95.97,Arrived
83,678,552,2026-02-25,142.83,In Transit
84,361,546,2026-02-25,129.73,Arrived
85,539,250,2026-02-25,128.24,In Transit
86,650,383,2026-02-25,140.77,In Transit
87,34,745,2026-02-25,49.42,Arrived
88,380,178,2026-02-25,18.71,Arrived
89,383,765,2026-02-25,79.69,In Transit
90,58,346,2026-02-25,116.39,Arrived
91,404,629,2026-02-25,91.23,Arrived
92,201,80,2026-02-25,100.71,Arrived
93,478,72,2026-02-25,117.8,In Transit
94,43,345,2026-02-25,78.54,Arrived
95,119,276,2026-02-25,31.4,Arrived
96,797,268,2026-02-25,128.45,Arrived
97,466,593,2026-02-25,140.2,Arrived
98,541,243,2026-02-25,27.13,Arrived
99,764,979,2026-02-25,99.01,Arrived
100,129,510,2026-02-25,112.52,Arrived
101,399,554,2026-02-25,76.78,Arrived
102,137,481,2026-02-25,131.06,Arrived
103,724,631,2026-02-25,67.16,Arrived
104,117,26,2026-02-25,146.33,Arrived
105,735,493,2026-02-25,97.86,Arrived
106,51,481,2026-02-25,105.14,In Transit
107,172,377,2026-02-25,47.53,Arrived
108,78,564,2026-02-25,40.34,Arrived
109,679,461,2026-02-25,101.81,In Transit
110,48,298,2026-02-25,125.18,Arrived
111,522,83,2026-02-25,67.47,In Transit
112,231,684,2026-02-25,101.01,Arrived
113,444,987,2026-02-25,19.12,In Transit
114,579,970,2026-02-25,13.78,Arrived
115,310,973,2026-02-25,125.44,Arrived
116,175,113,2026-02-25,99.94,Arrived
117,695,501,2026-02-25,14.21,Arrived
118,395,630,2026-02-25,148.84,Arrived
119,726,581,2026-02-25,113.12,Arrived
120,584,612,2026-02-25,143.0,In Transit
121,172,508,2026-02-25,4.17,Arrived
122,46,593,2026-02-25,29.83,Arrived
123,148,881,2026-02-25,67.16,In Transit
124,42,586,2026-02-25,77.02,In Transit
125,128,921,2026-02-25,99.01,Arrived
126,286,419,2026-02-25,95.01,Arrived
127,418,958,2026-02-25,8.98,Arrived
128,50,539,2026-02-25,101.64,In Transit
129,630,353,2026-02-25,99.44,Arrived
130,336,693,2026-02-25,78.51,Arrived
131,526,533,2026-02-25,127.61,Arrived
132,15,90,2026-02-25,140.11,Arrived
133,209,523,2026-02-25,82.37,In Transit
134,122,953,2026-02-25,85.4,Arrived
135,782,101,2026-02-25,27.15,Arrived
136,653,92,2026-02-25,20.6,Arrived
137,358,776,2026-02-25,52.81,Arrived
138,215,849,2026-02-25,113.69,Arrived
139,306,993,2026-02-25,95.61,Arrived
140,117,163,2026-02-25,65.11,Arrived
141,470,879,2026-02-25,84.43,Arrived
142,593,380,2026-02-25,99.46,Arrived
143,280,269,2026-02-25,45.65,Arrived
144,548,272,2026-02-25,11.85,Arrived
145,305,348,2026-02-25,29.15,Arrived
146,633,128,2026-02-25,102.62,Arrived
147,533,438,2026-02-25,58.97,Arrived
148,266,279,2026-02-25,110.97,In Transit
149,671,832,2026-02-25,21.94,Arrived
150,687,51,2026-02-25,8.4,Arrived
151,377,224,2026-02-25,29.28,Arrived
152,237,259,2026-02-25,127.11,Arrived
153,121,216,2026-02-25,94.5,Arrived
154,563,582,2026-02-25,77.17,Arrived
155,246,904,2026-02-25,117.32,Arrived
156,767,94,2026-02-25,12.31,In Transit
157,84,222,2026-02-25,101.54,In Transit
158,493,93,2026-02-25,115.0,Arrived
159,606,108,2026-02-25,14.85,Arrived
160,715,525,2026-02-25,61.89,In Transit
161,526,140,2026-02-25,24.53,Arrived
162,85,108,2026-02-25,131.9,Arrived
163,110,233,2026-02-25,125.53,Arrived
164,341,426,2026-02-25,30.04,Arrived
165,175,885,2026-02-25,12.06,Arrived
166,361,574,2026-02-25,104.41,Arrived
167,39,531,2026-02-25,100.36,Arrived
168,556,953,2026-02-25,1.14,Arrived
169,610,974,2026-02-25,130.46,Arrived
170,382,851,2026-02-25,15.66,Arrived
171,567,842,2026-02-25,98.47,In Transit
172,356,937,2026-02-25,114.01,Arrived
173,499,89,2026-02-25,141.85,Arrived
174,318,565,2026-02-25,137.67,Arrived
175,134,493,2026-02-25,148.43,Arrived
176,776,578,2026-02-25,47.94,In Transit
177,273,442,2026-02-25,2.61,Arrived
178,89,155,2026-02-25,84.16,Arrived
179,104,290,2026-02-25,122.18,Arrived
180,789,3,2026-02-25,89.79,Arrived
181,239,839,2026-02-25,94.2,Arrived
182,42,426,2026-02-25,3.63,Arrived
183,788,22,2026-02-25,119.53,In Transit
184,724,776,2026-02-25,58.43,Arrived
185,109,529,2026-02-25,81.28,Arrived
186,229,655,2026-02-25,131.38,Arrived
187,86,593,2026-02-25,18.48,Arrived
188,55,546,2026-02-25,95.17,Arrived
189,228,609,2026-02-25,146.52,In Transit
190,708,178,2026-02-25,93.25,In Transit
191,483,712,2026-02-25,2.16,Arrived
192,762,66,2026-02-25,35.24,In Transit
193,186,824,2026-02-25,143.27,Arrived
194,117,736,2026-02-25,30.29,Arrived
195,492,104,2026-02-25,37.64,Arrived
196,408,177,2026-02-25,57.75,Arrived
197,135,197,2026-02-25,136.35,Arrived
198,281,83,2026-02-25,112.77,Arrived
199,287,913,2026-02-25,57.55,Arrived
200,734,301,2026-02-25,10.17,Arrived
201,683,695,2026-02-25,68.97,In Transit
202,631,950,2026-02-25,75.11,Arrived
203,175,828,2026-02-25,126.62,Arrived
204,82,266,2026-02-25,14.3,In Transit
205,313,802,2026-02-25,81.91,Arrived
206,602,116,2026-02-25,117.78,Arrived
207,524,68,2026-02-25,34.73,In Transit
208,178,426,2026-02-25,141.76,Arrived
209,192,187,2026-02-25,125.6,Arrived
210,141,804,2026-02-25,55.81,In Transit
211,8,430,2026-02-25,14.92,In Transit
212,350,995,2026-02-25,138.27,In Transit
213,474,739,2026-02-25,48.54,Arrived
214,785,152,2026-02-25,104.07,Arrived
215,67,594,2026-02-25,68.36,In Transit
216,589,449,2026-02-25,21.97,Arrived
217,147,279,2026-02-25,17.11,In Transit
218,390,370,2026-02-25,145.42,Arrived
219,188,141,2026-02-25,71.1,Arrived
220,303,689,2026-02-25,5.93,In Transit
221,278,28,2026-02-25,87.64,Arrived
222,684,88,2026-02-25,88.41,In Transit
223,715,175,2026-02-25,126.66,Arrived
224,86,809,2026-02-25,18.22,Arrived
225,414,450,2026-02-25,44.65,Arrived
226,58,939,2026-02-25,52.93,In Transit
227,541,595,2026-02-25,42.93,Arrived
228,485,970,2026-02-25,4.25,Arrived
229,512,989,2026-02-25,133.01,Arrived
230,691,367,2026-02-25,129.91,Arrived
231,409,919,2026-02-25,10.34,Arrived
232,35,411,2026-02-25,81.66,In Transit
233,140,808,2026-02-25,77.05,Arrived
234,648,501,2026-02-25,46.28,In Transit
235,646,224,2026-02-25,8.33,Arrived
236,29,759,2026-02-25,69.48,Arrived
237,21,649,2026-02-25,98.11,In Transit
238,413,495,2026-02-25,60.34,Arrived
239,508,484,2026-02-25,6.87,Arrived
240,531,645,2026-02-25,66.8,Arrived
241,330,915,2026-02-25,142.08,Arrived
242,751,268,2026-02-25,93.4,Arrived
243,526,463,2026-02-25,76.41,Arrived
244,287,153,2026-02-25,12.16,Arrived
245,400,722,2026-02-25,43.34,Arrived
246,189,124,2026-02-25,113.47,Arrived
247,377,155,2026-02-25,112.8,Arrived
248,651,486,2026-02-25,5.8,In Transit
249,791,494,2026-02-25,25.8,In Transit
250,43,377,2026-02-25,51.11,Arrived
251,13,613,2026-02-25,94.07,Arrived
252,344,423,2026-02-25,124.62,Arrived
253,326,39,2026-02-25,142.91,Arrived
254,346,893,2026-02-25,4.09,Arrived
255,655,551,2026-02-25,144.68,In Transit
256,185,821,2026-02-25,26.42,Arrived
257,54,594,2026-02-25,63.15,In Transit
258,403,408,2026-02-25,77.69,Arrived
259,799,447,2026-02-25,99.82,Arrived
260,245,290,2026-02-25,94.63,Arrived
261,453,84,2026-02-25,149.21,Arrived
262,226,566,2026-02-25,53.69,In Transit
263,374,345,2026-02-25,64.26,In Transit
264,90,635,2026-02-25,79.98,Arrived
265,118,314,2026-02-25,9.46,Arrived
266,164,834,2026-02-25,55.29,In Transit
267,553,760,2026-02-25,37.3,Arrived
268,34,556,2026-02-25,128.79,Arrived
269,78,528,2026-02-25,60.4,Arrived
270,144,854,2026-02-25,94.86,In Transit
271,651,901,2026-02-25,80.86,In Transit
272,652,606,2026-02-25,90.92,Arrived
273,97,584,2026-02-25,28.37,In Transit
274,515,442,2026-02-25,134.76,In Transit
275,245,138,2026-02-25,101.55,Arrived
276,340,776,2026-02-25,9.77,Arrived
277,132,984,2026-02-25,106.82,Arrived
278,254,239,2026-02-25,41.35,Arrived
279,44,549,2026-02-25,65.86,In Transit
280,140,312,2026-02-25,21.16,Arrived
281,189,843,2026-02-25,72.07,In Transit
282,584,417,2026-02-25,44.89,Arrived
283,211,400,2026-02-25,6.87,In Transit
284,600,668,2026-02-25,55.77,Arrived
285,525,286,2026-02-25,39.62,In Transit
286,629,93,2026-02-25,16.69,Arrived
287,331,148,2026-02-25,149.66,Arrived
288,77,765,2026-02-25,2.97,Arrived
289,774,762,2026-02-25,24.55,Arrived
290,534,288,2026-02-25,70.2,Arrived
291,453,937,2026-02-25,143.05,Arrived
292,723,569,2026-02-25,103.38,In Transit
293,50,772,2026-02-25,77.25,In Transit
294,57,793,2026-02-25,31.98,Arrived
295,217,169,2026-02-25,105.2,Arrived
296,593,329,2026-02-25,79.4,Arrived
297,454,373,2026-02-25,91.07,Arrived
298,202,1000,2026-02-25,40.76,Arrived
299,301,865,2026-02-25,44.79,Arrived
300,519,958,2026-02-25,115.0,In Transit
301,181,321,2026-02-25,43.34,Arrived
302,312,68,2026-02-25,83.31,Arrived
303,571,818,2026-02-25,42.53,Arrived
304,395,885,2026-02-25,38.63,In Transit
305,599,444,2026-02-25,147.62,Arrived
306,243,949,2026-02-25,81.98,Arrived
307,75,129,2026-02-25,64.42,Arrived
308,487,25,2026-02-25,116.39,Arrived
309,707,356,2026-02-25,107.47,In Transit
310,438,270,2026-02-25,68.54,Arrived
311,167,533,2026-02-25,45.12,Arrived
312,204,594,2026-02-25,56.88,Arrived
313,492,423,2026-02-25,74.8,In Transit
314,659,951,2026-02-25,90.95,Arrived
315,100,452,2026-02-25,49.09,Arrived
316,1,377,2026-02-25,38.1,Arrived
317,435,279,2026-02-25,83.4,Arrived
318,209,853,2026-02-25,19.31,Arrived
319,422,136,2026-02-25,110.12,In Transit
320,492,225,2026-02-25,69.79,Arrived
321,156,140,2026-02-25,23.92,Arrived
322,421,288,2026-02-25,138.97,In Transit
323,336,643,2026-02-25,112.64,Arrived
324,537,715,2026-02-25,146.7,Arrived
325,287,739,2026-02-25,120.96,In Transit
326,277,667,2026-02-25,26.67,In Transit
327,571,311,2026-02-25,35.85,Arrived
328,744,846,2026-02-25,23.13,In Transit
329,598,767,2026-02-25,94.67,Arrived
330,45,765,2026-02-25,26.64,Arrived
331,551,908,2026-02-25,101.24,Arrived
332,201,700,2026-02-25,140.95,Arrived
333,163,822,2026-02-25,118.51,Arrived
334,156,998,2026-02-25,68.08,In Transit
335,222,693,2026-02-25,120.5,Arrived
336,684,705,2026-02-25,78.11,In Transit
337,531,360,2026-02-25,37.46,Arrived
338,132,900,2026-02-25,86.39,Arrived
339,146,558,2026-02-25,5.84,In Transit
340,90,366,2026-02-25,102.6,In Transit
341,145,642,2026-02-25,8.38,In Transit
342,671,816,2026-02-25,3.97,Arrived
343,186,364,2026-02-25,86.42,Arrived
344,555,600,2026-02-25,73.73,Arrived
345,204,11,2026-02-25,43.62,Arrived
346,477,330,2026-02-25,65.73,Arrived
347,580,60,2026-02-25,39.56,Arrived
348,390,754,2026-02-25,23.25,Arrived
349,414,268,2026-02-25,59.84,Arrived
350,237,598,2026-02-25,81.7,Arrived
351,366,990,2026-02-25,140.53,Arrived
352,675,775,2026-02-25,45.16,In Transit
353,800,626,2026-02-25,127.96,In Transit
354,799,919,2026-02-25,133.25,Arrived
355,369,999,2026-02-25,98.38,In Transit
356,48,266,2026-02-25,23.29,In Transit
357,669,669,2026-02-25,105.33,In Transit
358,22,490,2026-02-25,85.58,Arrived
359,364,649,2026-02-25,89.5,Arrived
360,281,372,2026-02-25,43.56,Arrived
361,659,317,2026-02-25,73.72,Arrived
362,601,372,2026-02-25,119.11,Arrived
363,194,162,2026-02-25,81.34,Arrived
364,175,668,2026-02-25,139.85,Arrived
365,474,103,2026-02-25,40.44,Arrived
366,292,406,2026-02-25,128.41,Arrived
367,721,919,2026-02-25,56.88,In Transit
368,625,994,2026-02-25,118.35,In Transit
369,474,378,2026-02-25,100.05,Arrived
370,235,525,2026-02-25,23.4,In Transit
371,748,970,2026-02-25,133.08,Arrived
372,382,63,2026-02-25,121.69,In Transit
373,427,818,2026-02-25,61.13,Arrived
374,456,374,2026-02-25,54.93,In Transit
375,799,302,2026-02-25,117.57,Arrived
376,290,715,2026-02-25,61.16,In Transit
377,520,199,2026-02-25,14.58,Arrived
378,492,909,2026-02-25,145.07,In Transit
379,646,264,2026-02-25,124.71,Arrived
380,396,514,2026-02-25,48.87,Arrived
381,58,57,2026-02-25,94.69,Arrived
382,782,328,2026-02-25,79.8,Arrived
383,209,904,2026-02-25,67.16,In Transit
384,41,915,2026-02-25,130.37,In Transit
385,295,328,2026-02-25,8.95,In Transit
386,79,64,2026-02-25,68.86,Arrived
387,56,528,2026-02-25,104.98,In Transit
388,9,585,2026-02-25,45.84,Arrived
389,338,770,2026-02-25,121.63,Arrived
390,381,984,2026-02-25,57.15,Arrived
391,517,795,2026-02-25,9.03,Arrived
392,471,981,2026-02-25,22.27,Arrived
393,64,305,2026-02-25,47.65,In Transit
394,179,610,2026-02-25,126.67,In Transit
395,730,502,2026-02-25,77.31,Arrived
396,285,784,2026-02-25,50.86,Arrived
397,191,465,2026-02-25,63.81,In Transit
398,793,182,2026-02-25,64.63,In Transit
399,627,973,2026-02-25,147.19,Arrived
400,153,95,2026-02-25,41.65,Arrived
401,387,395,2026-02-25,66.99,In Transit
402,723,215,2026-02-25,1.83,Arrived
403,650,623,2026-02-25,41.94,Arrived
404,191,686,2026-02-25,140.67,In Transit
405,736,754,2026-02-25,92.17,Arrived
406,597,980,2026-02-25,60.37,In Transit
407,118,5,2026-02-25,17.03,In Transit
408,183,499,2026-02-25,130.79,Arrived
409,354,829,2026-02-25,90.53,Arrived
410,382,677,2026-02-25,60.14,In Transit
411,210,23,2026-02-25,144.46,In Transit
412,523,199,2026-02-25,135.73,Arrived
413,337,457,2026-02-25,74.97,In Transit
414,436,212,2026-02-25,31.09,Arrived
415,80,202,2026-02-25,21.91,Arrived
416,593,607,2026-02-25,9.1,Arrived
417,718,749,2026-02-25,49.39,Arrived
418,334,523,2026-02-25,114.75,Arrived
419,743,501,2026-02-25,121.38,Arrived
420,47,422,2026-02-25,122.64,Arrived
421,407,749,2026-02-25,22.9,Arrived
422,344,914,2026-02-25,37.65,Arrived
423,700,377,2026-02-25,145.97,In Transit
424,397,597,2026-02-25,111.24,Arrived
425,330,345,2026-02-25,38.56,Arrived
426,703,839,2026-02-25,86.95,Arrived
427,598,239,2026-02-25,119.45,Arrived
428,108,454,2026-02-25,22.6,Arrived
429,458,478,2026-02-25,98.7,In Transit
430,337,993,2026-02-25,104.94,Arrived
431,585,454,2026-02-25,74.39,Arrived
432,149,180,2026-02-25,139.26,Arrived
433,664,737,2026-02-25,74.78,In Transit
434,158,429,2026-02-25,129.27,Arrived
435,458,519,2026-02-25,63.97,Arrived
436,227,451,2026-02-25,64.0,In Transit
437,278,425,2026-02-25,141.4,Arrived
438,99,613,2026-02-25,74.87,Arrived
439,221,107,2026-02-25,38.89,In Transit
440,321,452,2026-02-25,88.89,In Transit
441,321,914,2026-02-25,65.38,Arrived
442,134,673,2026-02-25,149.88,In Transit
443,224,965,2026-02-25,60.81,In Transit
444,768,166,2026-02-25,135.77,Arrived
445,669,125,2026-02-25,113.71,Arrived
446,406,850,2026-02-25,32.79,Arrived
447,276,896,2026-02-25,109.29,Arrived
448,64,948,2026-02-25,13.26,In Transit
449,484,643,2026-02-25,27.54,Arrived
450,583,160,2026-02-25,78.61,Arrived
451,376,127,2026-02-25,126.27,In Transit
452,28,817,2026-02-25,12.24,Arrived
453,68,595,2026-02-25,23.82,Arrived
454,176,105,2026-02-25,70.33,Arrived
455,149,810,2026-02-25,98.27,Arrived
456,297,113,2026-02-25,22.48,Arrived
457,624,950,2026-02-25,121.72,Arrived
458,580,581,2026-02-25,96.12,In Transit
459,107,165,2026-02-25,6.72,In Transit
460,620,516,2026-02-25,27.23,Arrived
461,26,956,2026-02-25,75.65,In Transit
462,549,77,2026-02-25,114.54,Arrived
463,137,139,2026-02-25,65.76,In Transit
464,652,534,2026-02-25,123.59,Arrived
465,568,953,2026-02-25,48.87,Arrived
466,639,353,2026-02-25,121.15,Arrived
467,215,980,2026-02-25,3.55,Arrived
468,518,664,2026-02-25,54.48,In Transit
469,265,653,2026-02-25,38.13,In Transit
470,280,186,2026-02-25,113.13,Arrived
471,211,699,2026-02-25,1.3,In Transit
472,354,442,2026-02-25,76.57,Arrived
473,260,335,2026-02-25,49.37,In Transit
474,680,79,2026-02-25,64.02,Arrived
475,181,942,2026-02-25,103.67,Arrived
476,728,893,2026-02-25,14.59,Arrived
477,595,440,2026-02-25,6.21,Arrived
478,649,684,2026-02-25,27.91,Arrived
479,50,437,2026-02-25,13.93,In Transit
480,507,229,2026-02-25,47.5,Arrived
481,114,535,2026-02-25,86.9,Arrived
482,744,28,2026-02-25,71.29,Arrived
483,209,207,2026-02-25,61.08,Arrived
484,724,77,2026-02-25,109.5,Arrived
485,2,576,2026-02-25,75.6,In Transit
486,239,768,2026-02-25,42.64,Arrived
487,312,745,2026-02-25,83.21,Arrived
488,689,979,2026-02-25,47.53,In Transit
489,517,297,2026-02-25,13.45,Arrived
490,660,203,2026-02-25,42.22,In Transit
491,354,45,2026-02-25,29.35,In Transit
492,190,853,2026-02-25,82.78,In Transit
493,798,509,2026-02-25,84.57,In Transit
494,265,448,2026-02-25,125.61,In Transit
495,84,487,2026-02-25,114.28,Arrived
496,412,177,2026-02-25,25.04,Arrived
497,379,188,2026-02-25,143.15,Arrived
498,741,441,2026-02-25,124.65,Arrived
499,491,772,2026-02-25,19.92,Arrived
500,404,404,2026-02-25,54.48,Arrived
501,424,590,2026-02-25,50.61,Arrived
502,400,452,2026-02-25,142.84,Arrived
503,149,364,2026-02-25,17.95,Arrived
504,570,476,2026-02-25,56.48,In Transit
505,610,258,2026-02-25,60.62,In Transit
506,729,875,2026-02-25,104.29,Arrived
507,151,321,2026-02-25,56.57,In Transit
508,733,379,2026-02-25,105.37,Arrived
509,40,586,2026-02-25,35.56,In Transit
510,28,189,2026-02-25,60.79,Arrived
511,516,605,2026-02-25,60.5,In Transit
512,474,363,2026-02-25,106.33,Arrived
513,153,232,2026-02-25,58.75,In Transit
514,227,728,2026-02-25,105.06,Arrived
515,606,541,2026-02-25,74.13,Arrived
516,446,222,2026-02-25,116.15,In Transit
517,499,715,2026-02-25,49.09,Arrived
518,416,258,2026-02-25,39.25,In Transit
519,240,376,2026-02-25,138.34,Arrived
520,203,157,2026-02-25,115.68,Arrived
521,116,230,2026-02-25,54.96,Arrived
522,299,914,2026-02-25,43.19,Arrived
523,211,750,2026-02-25,93.89,Arrived
524,345,563,2026-02-25,132.68,Arrived
525,743,63,2026-02-25,69.64,Arrived
526,608,249,2026-02-25,143.13,In Transit
527,600,496,2026-02-25,74.67,Arrived
528,221,467,2026-02-25,78.01,Arrived
529,225,875,2026-02-25,68.99,Arrived
530,516,775,2026-02-25,97.06,Arrived
531,252,103,2026-02-25,51.14,In Transit
532,192,807,2026-02-25,67.21,In Transit
533,745,248,2026-02-25,119.11,Arrived
534,490,236,2026-02-25,127.76,In Transit
535,107,362,2026-02-25,94.18,Arrived
536,157,466,2026-02-25,116.03,Arrived
537,140,27,2026-02-25,148.3,Arrived
538,748,394,2026-02-25,86.33,In Transit
539,323,188,2026-02-25,69.71,Arrived
540,670,237,2026-02-25,10.52,Arrived
541,116,226,2026-02-25,70.67,Arrived
542,462,185,2026-02-25,136.01,Arrived
543,212,833,2026-02-25,80.02,Arrived
544,525,575,2026-02-25,89.43,In Transit
545,8,663,2026-02-25,103.51,Arrived
546,627,789,2026-02-25,93.64,Arrived
547,111,656,2026-02-25,44.77,In Transit
548,779,999,2026-02-25,105.73,Arrived
549,608,715,2026-02-25,115.07,In Transit
550,11,80,2026-02-25,129.36,Arrived
551,36,626,2026-02-25,61.8,Arrived
552,49,329,2026-02-25,79.94,Arrived
553,714,537,2026-02-25,6.18,Arrived
554,577,673,2026-02-25,40.48,Arrived
555,470,501,2026-02-25,22.37,Arrived
556,616,183,2026-02-25,83.75,Arrived
557,199,300,2026-02-25,141.2,Arrived
558,796,147,2026-02-25,128.56,Arrived
559,512,462,2026-02-25,84.44,In Transit
560,283,637,2026-02-25,66.17,In Transit
561,28,869,2026-02-25,138.96,Arrived
562,546,37,2026-02-25,46.63,Arrived
563,318,469,2026-02-25,23.43,Arrived
564,57,309,2026-02-25,26.57,Arrived
565,750,827,2026-02-25,73.88,Arrived
566,118,680,2026-02-25,4.16,Arrived
567,800,632,2026-02-25,76.84,In Transit
568,267,350,2026-02-25,132.91,Arrived
569,278,64,2026-02-25,108.53,In Transit
570,196,822,2026-02-25,18.53,Arrived
571,72,928,2026-02-25,115.86,Arrived
572,422,912,2026-02-25,113.17,In Transit
573,101,419,2026-02-25,32.53,Arrived
574,293,289,2026-02-25,38.43,In Transit
575,393,496,2026-02-25,104.58,Arrived
576,658,92,2026-02-25,25.39,Arrived
577,600,996,2026-02-25,62.33,In Transit
578,348,32,2026-02-25,117.82,Arrived
579,104,831,2026-02-25,77.05,Arrived
580,386,736,2026-02-25,130.3,Arrived
581,483,133,2026-02-25,140.87,Arrived
582,233,198,2026-02-25,113.76,Arrived
583,278,29,2026-02-25,33.15,Arrived
584,647,422,2026-02-25,79.98,Arrived
585,625,1000,2026-02-25,22.47,Arrived
586,275,234,2026-02-25,106.17,Arrived
587,79,785,2026-02-25,22.45,In Transit
588,268,88,2026-02-25,32.57,Arrived
589,176,318,2026-02-25,19.92,Arrived
590,79,276,2026-02-25,42.36,In Transit
591,87,251,2026-02-25,71.44,Arrived
592,32,203,2026-02-25,130.75,Arrived
593,318,311,2026-02-25,146.73,Arrived
594,312,530,2026-02-25,58.05,Arrived
595,262,948,2026-02-25,85.15,Arrived
596,781,847,2026-02-25,145.64,Arrived
597,384,547,2026-02-25,16.17,Arrived
598,15,5,2026-02-25,139.72,In Transit
599,264,730,2026-02-25,123.06,Arrived
600,476,409,2026-02-25,57.12,Arrived
601,760,583,2026-02-25,47.81,Arrived
602,781,120,2026-02-25,33.87,Arrived
603,514,905,2026-02-25,86.39,In Transit
604,535,489,2026-02-25,0.8,Arrived
605,767,602,2026-02-25,137.43,Arrived
606,548,164,2026-02-25,28.02,In Transit
607,77,578,2026-02-25,72.5,In Transit
608,14,564,2026-02-25,72.66,In Transit
609,212,756,2026-02-25,10.15,In Transit
610,314,225,2026-02-25,55.92,In Transit
611,141,477,2026-02-25,7.76,In Transit
612,533,857,2026-02-25,63.67,Arrived
613,427,3,2026-02-25,139.68,Arrived
614,203,221,2026-02-25,75.01,Arrived
615,422,932,2026-02-25,57.6,Arrived
616,557,967,2026-02-25,63.8,Arrived
617,268,381,2026-02-25,144.44,Arrived
618,551,264,2026-02-25,100.4,Arrived
619,566,405,2026-02-25,114.46,In Transit
620,87,875,2026-02-25,68.09,Arrived
621,474,506,2026-02-25,3.77,Arrived
622,58,260,2026-02-25,114.95,In Transit
623,581,117,2026-02-25,125.99,Arrived
624,426,119,2026-02-25,128.84,Arrived
625,523,393,2026-02-25,72.29,Arrived
626,35,236,2026-02-25,58.96,Arrived
627,73,724,2026-02-25,95.14,In Transit
628,168,720,2026-02-25,61.53,Arrived
629,629,496,2026-02-25,13.15,Arrived
630,376,985,2026-02-25,66.23,Arrived
631,640,994,2026-02-25,146.85,Arrived
632,258,265,2026-02-25,70.6,Arrived
633,689,163,2026-02-25,144.9,Arrived
